text_id	text	task_1	task_2	task_3
hasoc_en_1070	doctors are resigning, its more than 500 now ... people are dying without proper treatment !! only the poor ruling govt. is threatening ,doing whatever they want. central government is silent, bcz vote is over savebengal doctorsfightback	NOT	NONE	NONE
hasoc_en_1071	now, they find wearing a बलदन badge objectionable ? how long will we be tolerating these whimsical dictations. ji, plz dont bow. india stands with u, we wont stop respecting things which bring us pride. dhonikeeptheglove dhoni dhonikeepstheglove balidanbadge	NOT	NONE	NONE
hasoc_en_1072	this is a standard process for all dictators to remove the free press from society. no doubt got this from the only book he has read, mein kampf. trumpisatraitor trumpistheenemyofthepeople trumpisacriminal	HOF	OFFN	TIN
hasoc_en_1073	a simile to banggaan ng barko is banggaan ng eroplano. with the sky so vast not unlike the waters, when planes collide in flight, it is still an accident? traitor . traitorduterte boycottchina	NOT	NONE	NONE
hasoc_en_1074	some much needed clarification after trumps unhinged comments yesterday. trumpresignnow tuckfrump trumpisatraitor thursdaythoughts fact check foreign interference and opposition research are not the same	NOT	NONE	NONE
hasoc_en_1075	icc ...look at pak team...wht is going on.....nw this is appropriate...???boycott icc ... dhonikeepstheglove	NOT	NONE	NONE
hasoc_en_1076	spectacular win over australia teamindia the captain and players has worked hard to defeat the australian team. also dhonikeepstheglove!! indvaus cwc19 worldcup2019 viratkohli iccworldcup2019	NOT	NONE	NONE
hasoc_en_1077	that is who he is!!!! douchebag shallow nothinginside thebachelorette	NOT	NONE	NONE
hasoc_en_1078	happybirthdaymrpresident? nope. go fuck yourself is more like it. fucktrump	HOF	PRFN	TIN
hasoc_en_1079	butterfly eco ss water bottles from rs.145 doctorsfightback savebengal amazon flipkart deals dealoftheday amazingdeals offers discount jaishreeram modiforall	NOT	NONE	NONE
hasoc_en_1080	shameonicc cwc19 had to be the best but due to the minor thoughts of it turned worst can host the tournaments best... engvswi wiveng cwc2019 listen michael phelps claims the wc trophy coz he is best swimmer shame on you	NOT	NONE	NONE
hasoc_en_1081	its 843 did i miss it? a fucktrump	NOT	NONE	NONE
hasoc_en_1082	every person who is attending next match of indian team vs australia should wear a t shirt or clothing with balidaan insignia printed on it. that would be good response to icc. dhonikeeptheglove dhonikeepstheglove bleedblue indiawithdhoni	NOT	NONE	NONE
hasoc_en_1083	traitortrump just flat out admitted hes a russianasset trumpisatraitor	HOF	OFFN	TIN
hasoc_en_1084	east turkestan national anthem uyghur freeuyghur eastturkistan stopchina boycottchina genocide ウイグル rt	NOT	NONE	NONE
hasoc_en_1085	we dont need check date of birth of rapist !! if he is matured enough to rape , then he is matured enough to be hanged hangrapistspublicly	NOT	NONE	NONE
hasoc_en_1086	hilarious because closely brushing the truth borisjohnsonshouldnotbepm boris johnson dodging public debates to avoid inadvertently fathering a child during one via	NOT	NONE	NONE
hasoc_en_1087	icc can support a terrorist countrypakistanto participate in wc tournament but they refushed a true country lover dhoni sir to wear his balidaan sign gloves. shameonyouicc dhonikeepstheglove dhonikesaathdesh dhonikeepbalidaanbadgeglove	HOF	HATE	TIN
hasoc_en_1088	couldnt agree more. stop this atrocities on doctors. have heard they are still diagnosing patients but not taking money since it will be unethical for them to take money during strike, but yet not defying there duty. deserve respect. doctors doctorsprotest doctorsfightback	NOT	NONE	NONE
hasoc_en_1089	so basically, fucktrump	NOT	NONE	NONE
hasoc_en_1090	in supporting boris johnson, desperate mps know they are backing an idle, lying charlatan, writes conservative commentator simon heffer. borisjohnson borisjohnsonshouldnotbepm stopbrexit	NOT	NONE	NONE
hasoc_en_1091	how big of a douchebag must one be to do this to a lamborghini? lambo atltraffic	NOT	NONE	NONE
hasoc_en_1092	house approves court action to enforce democrats subpoenas resist resisttrump fucktrump	NOT	NONE	NONE
hasoc_en_1093	who is to decide? dhonikeepstheglove dhonivsicc	NOT	NONE	NONE
hasoc_en_1094	this is so disturbing murderer nurse	NOT	NONE	NONE
hasoc_en_1095	well yeah, and then you enlisted russia to help you and just did so again. johnmccainday trumpisatraitor trumprussiaconspiracy impeachtrumpnow	NOT	NONE	NONE
hasoc_en_1096	more than 30,000 complaints have been filed against ima group of companies by the victims bangalore ima imajewels imafraud	NOT	NONE	NONE
hasoc_en_1097	trumpisatraitor itmfa trump now says he would absolutely report foreign help	NOT	NONE	NONE
hasoc_en_1098	cwc19 wc2019withtimes iccworldcup2019 shameonicc should hold famous indian denga pani world cup in this weather rather than cricketworldcup2019 cricketlive indvpak indvspak indvnz cricketkacrown	NOT	NONE	NONE
hasoc_en_1099	and we will rally against it, boycottchina iptheft humanrightsviolations	NOT	NONE	NONE
hasoc_en_1100	i dunno. syphilis red? mao billclinton rapist hillaryclinton rapistenabler orangemanbad	NOT	NONE	NONE
hasoc_en_1101	lets support our doctors doctors_against_assualt doctorsprotest doctorsfightback doctor doctors doctorstrike	NOT	NONE	NONE
hasoc_en_1102	good riddance. thats why i put fucktrump in my bio.i really think there are some fake resisters on here.	NOT	NONE	NONE
hasoc_en_1103	so in other words they intend to do exactly what he said in the abc interview. trumpsaninternationaldisgrace trumpisatraitor	NOT	NONE	NONE
hasoc_en_1104	flying object struck tanker in gulf of oman, operator says, not a mine resist resisttrump fucktrump	NOT	NONE	NONE
hasoc_en_1105	we know the real oj. murderer	NOT	NONE	NONE
hasoc_en_1106	i really want rain wash away indvpak match ..... i oppose it. terroristnationpakistan	NOT	NONE	NONE
hasoc_en_1107	is really lost her mind n plot completely.. she has cross psychic levels to satisfy the minority as what she feels can keep her in power but sadly not.. doctorsfightback bengalburning savebengalfromtmc	HOF	OFFN	TIN
hasoc_en_1108	if icc allowed dhoni to wear military insignia in his gloves then fakhar should be allowed to put a photo of abhinandan on his helmet on 16th june. pakvind savage dhonikeepstheglove copied	NOT	NONE	NONE
hasoc_en_1109	dhonikesathdesh ms dhoni plays for his country, not for icc or bcci and he has every right to keep the badge and support the special armed forces. dhonikeepstheglove dhoni we love u dhoni support balidaanbadge	NOT	NONE	NONE
hasoc_en_1110	shameonicc in india the school kid know how to use wheather forecast before going.....but ..icc dont know how to use?? ....make me official of icc....	NOT	NONE	NONE
hasoc_en_1111	i liked the pledge of 350mwk for the nhs do you think will make good on his pledges in the order he promised them? if so hes got a lot to do if hell sort the internet out by 2025. borisjohnsonshouldnotbepm	NOT	NONE	NONE
hasoc_en_1112	i know quite a few people who would like to get even with you murderer you did it, you admitted it, and you deserve to rot.	HOF	HATE	TIN
hasoc_en_1113	nda blame is your own.. covering up a lack of democracy within the con regress is not going to improve the fortunes of your party. congressmuktbharat	NOT	NONE	NONE
hasoc_en_1114	not just doctor but even i, a common man, civilian citizen of india is with doctorstrike doctorsprotest doctorsfightback westbengal and always against hitlergiri	NOT	NONE	NONE
hasoc_en_1115	official logo of this worldcup2019 after some modifications. shameonicc indvpak future	NOT	NONE	NONE
hasoc_en_1116	this is why i love this motherfucker... shuts people down easily arabforpresident fucktrump	HOF	PRFN	TIN
hasoc_en_1117	he said it again, no collusion, no obstruction. what innocent person would do that? hes guilty as sin. im sick over nobody doing anything about having a traitor in our white house fucktrump	HOF	OFFN	TIN
hasoc_en_1118	she is more of a patriot then that treasonous russian loving trump. fucktrump	NOT	NONE	NONE
hasoc_en_1119	georgepopodoplis say it with us george popodopolis not benghazi. trumprussia only hire the best people. benghazi gymjordan milkshake douchebag	NOT	NONE	NONE
hasoc_en_1120	icc turns down bccis request to allow to continue wearing the army insignia on his wicketkeeping gloves icc says regulations for icc events do not permit any individual message or logo to be displayed on any items of clothing or equipment. dhonikeepstheglove	NOT	NONE	NONE
hasoc_en_1121	iccs worst and foolish decision to set the tournament in englands bad weather conditions and in early monsoon , breaks hearts of cricket fans shameonicc	NOT	NONE	NONE
hasoc_en_1122	from a known liar and fakenewscnn contributor. great work slimewell, great work! douchebag enemyofthepeople	HOF	OFFN	TIN
hasoc_en_1123	democrats, the party that excused a rapist president, do the right thing?	NOT	NONE	NONE
hasoc_en_1124	borisjohnson is the political equivalent of getting a tattoo when youre drunk, seems fun amp harmless at the time, then it gets embarrassing, then annoying and eventually you end up resenting it amp realise its going to be very painful to get rid of. borisjohnsonshouldnotbepm	NOT	NONE	NONE
hasoc_en_1125	read it. slowly savethedoctors doctorsstrike doctorsfightback	NOT	NONE	NONE
hasoc_en_1126	happy johhmccainday ! trumpisatraitor magatraitor	NOT	NONE	NONE
hasoc_en_1127	enjoy? your narcissism knows no bounds. princeofwhales trumpisatraitor	NOT	NONE	NONE
hasoc_en_1128	no whitehouse visit this year! wethenorth fucktrump	NOT	NONE	NONE
hasoc_en_1129	painted this in islington boris4pm borisjohnsonshouldnotbepm boris art islington london primeminister jeremyhunt borisbehindbars politics politicalcartoons political	NOT	NONE	NONE
hasoc_en_1130	happy johnmccainday johnmccaindayjune14 fathersday fucktrump impeachtrump	NOT	NONE	NONE
hasoc_en_1131	dont forget they havent done a white house press briefing in about a year and just fired sarah bs sanders. trumpisatraitor	NOT	NONE	NONE
hasoc_en_1132	lets not forget ... today is johnmcainday which is infinitely more celebratory than the birthday of a pathological lying corrupt criminal traitor. trumpisatraitor trumpisacriminal trumpisamoron trumpisanationalsecuritythreat	HOF	OFFN	TIN
hasoc_en_1133	dear its not just a symbol, its our pride. we_stand_with_msdhoni dhonikeepstheglove dhonikeeptheglove indiawithdhoni	NOT	NONE	NONE
hasoc_en_1134	its classic idiottrump mo.	NOT	NONE	NONE
hasoc_en_1135	only people who are truly safe in bengal are mamata banerjee amp her party workers people who agree to her terms law amp order is seriously damaged. not sure if peace can be restored in bengal after 10 years of goondarule. mamatalosingcontrol istandwithnrs doctorsfightback	NOT	NONE	NONE
hasoc_en_1136	johnson has wimped out of a live channel 4 tv debate on sunday night. he will be represented by an empty chair .. borisjohnsonshouldnotbepm bollockstoboris bollockstobrexit	NOT	NONE	NONE
hasoc_en_1137	as forecasted by me much earlier, congressmuktbharat begins with congressmukttelangana	NOT	NONE	NONE
hasoc_en_1138	shuts down jordan during hearing im speaking. one thing we can always count on being a douchebag	NOT	NONE	NONE
hasoc_en_1139	imagine wishing a traitor bigot a happy birthday....guess inbred trailer trash needs a hobby too!!! trumpisatraitor	HOF	OFFN	TIN
hasoc_en_1140	its so satisfying yet horrifying.fucktrump	NOT	NONE	NONE
hasoc_en_1141	imafraud so long gullible are existing this type of crafty crooks will thrive even to day if some one start similar loot scheme, people will throng in hordes after this goes wrong they will start weeping in front of cameras	NOT	NONE	NONE
hasoc_en_1142	tune in to the latest episode of murderish to hear the story of djfickey. his death was ruled a suicide, but evidence suggests it may have been murderer. episode sponsor . for 50 off! podernfamily truecrime podcast	NOT	NONE	NONE
hasoc_en_1143	the new law fake promises are coming! savethedoctors savethesaviour doctorsstrike doctors_against_assualt doctorsfightback	NOT	NONE	NONE
hasoc_en_1144	oh hell no! fucktrump	NOT	NONE	NONE
hasoc_en_1145	oh, you poor dear... fasten your seatbelt. this is only the beginning. impeachmentinquirynow trumpsworsethannixon americansforimpeachnent nooneisabovethelaw obstructionofjustice highcrimesandmisdemeanors trumpprison traitortrump fucktrump resistance	NOT	NONE	NONE
hasoc_en_1146	i could crack a joke about it but that wouldnt make it any bit the merrier! this is sad beyond the depths of the deepest pits.... rapist	NOT	NONE	NONE
hasoc_en_1147	whats worse than a hillbilly? how about a hillbilly revving a 4wheelers engine in his driveway for 45 min! douchebag!	NOT	NONE	NONE
